npc_id,question_id,timestamp,value
249,93,2022-10-11T05,Ended Conversation
283,184,2021-11-01T18,Ended Conversation
289,223,2021-10-09T17,Started Conversation
127,194,2021-05-07T00,Ended Conversation
105,112,2022-04-09T05,Started Conversation
23,80,2022-01-30T06,Started Conversation
246,22,2023-07-04T00,Started Conversation
162,37,2022-07-21T18,Ended Conversation
283,5,2021-09-16T07,Ended Conversation
307,56,2022-05-13T10,Started Conversation
354,92,2021-08-15T06,Ended Conversation
259,56,2022-10-18T17,Started Conversation
61,120,2022-03-16T05,Ended Conversation
31,238,2022-10-13T18,Started Conversation
72,230,2021-06-20T04,Ended Conversation
288,178,2021-07-05T14,Started Conversation
95,179,2023-01-20T19,Ended Conversation
368,192,2022-07-01T09,Ended Conversation
176,109,2021-12-25T17,Ended Conversation
80,22,2023-08-03T00,Started Conversation
95,120,2022-06-10T02,Ended Conversation
102,103,2022-04-20T03,Started Conversation
155,2,2023-04-10T13,Started Conversation
254,187,2022-11-23T23,Started Conversation
118,95,2021-10-02T10,Ended Conversation
102,13,2021-09-02T03,Started Conversation
387,105,2022-03-26T18,Started Conversation
181,139,2022-11-29T04,Started Conversation
96,75,2021-07-14T09,Ended Conversation
108,70,2023-05-30T11,Ended Conversation
309,95,2022-05-15T20,Started Conversation
56,204,2021-10-11T05,Started Conversation
55,91,2021-01-31T18,Started Conversation
62,175,2021-02-07T20,Ended Conversation
283,57,2021-02-22T22,Started Conversation
206,179,2021-05-22T22,Started Conversation
79,156,2021-10-22T08,Ended Conversation
75,22,2023-01-23T02,Started Conversation
265,145,2023-01-16T13,Ended Conversation
233,230,2021-11-25T18,Ended Conversation
280,158,2022-04-27T07,Started Conversation
145,124,2021-05-08T22,Started Conversation
378,57,2021-02-28T23,Ended Conversation
209,62,2023-08-29T08,Started Conversation
225,27,2021-01-28T07,Started Conversation
366,220,2021-01-20T00,Started Conversation
106,16,2022-09-07T00,Ended Conversation
349,230,2021-12-03T03,Started Conversation
346,63,2021-06-16T12,Ended Conversation
326,127,2023-08-01T18,Started Conversation
283,49,2021-05-16T01,Ended Conversation
329,158,2021-04-15T18,Started Conversation
347,182,2021-08-22T01,Ended Conversation
364,223,2021-03-07T08,Ended Conversation
193,158,2022-07-15T08,Ended Conversation
72,182,2022-08-23T11,Ended Conversation
131,95,2022-05-15T09,Started Conversation
248,158,2021-06-22T10,Started Conversation
338,150,2021-10-10T18,Started Conversation
375,67,2023-06-12T10,Ended Conversation
140,84,2022-06-27T06,Started Conversation
283,199,2022-11-03T05,Ended Conversation
82,159,2022-09-23T02,Started Conversation
187,204,2021-01-12T13,Ended Conversation
108,70,2021-03-01T10,Ended Conversation
61,155,2021-08-10T23,Ended Conversation
72,153,2023-08-10T02,Started Conversation
373,220,2022-10-12T10,Ended Conversation
203,25,2023-06-23T08,Ended Conversation
59,246,2022-10-29T18,Started Conversation
168,49,2021-12-21T20,Ended Conversation
75,49,2022-08-08T10,Started Conversation
106,109,2021-04-16T04,Ended Conversation
131,136,2021-09-17T06,Started Conversation
91,31,2023-08-08T16,Ended Conversation
384,220,2021-01-27T05,Started Conversation
272,145,2022-01-14T06,Ended Conversation
173,5,2023-08-15T05,Started Conversation
127,10,2023-08-10T00,Ended Conversation
260,39,2022-12-10T04,Started Conversation
64,124,2023-06-03T06,Ended Conversation
162,169,2022-03-25T13,Started Conversation
257,204,2022-10-24T01,Started Conversation
96,158,2022-02-03T11,Ended Conversation
272,67,2023-08-13T16,Ended Conversation
40,153,2022-12-09T02,Ended Conversation
309,131,2021-07-24T03,Started Conversation
316,156,2023-02-14T05,Started Conversation
286,5,2021-06-10T07,Ended Conversation
155,54,2023-02-03T20,Ended Conversation
159,232,2022-02-07T21,Started Conversation
93,202,2023-01-23T03,Ended Conversation
338,124,2022-12-02T04,Ended Conversation
122,32,2021-11-22T00,Started Conversation
124,220,2021-05-03T18,Started Conversation
240,217,2023-04-19T14,Ended Conversation
341,5,2021-11-02T09,Ended Conversation
300,92,2021-05-20T03,Started Conversation
22,220,2023-01-05T12,Started Conversation
320,101,2023-02-24T23,Ended Conversation
141,240,2021-02-02T12,Ended Conversation
120,83,2023-03-02T00,Ended Conversation
217,243,2021-01-23T01,Started Conversation
165,210,2023-05-13T01,Ended Conversation
360,95,2022-03-19T17,Ended Conversation
277,194,2021-05-22T21,Started Conversation
127,8,2023-08-31T05,Started Conversation
220,225,2023-03-20T09,Started Conversation
338,158,2023-07-12T06,Started Conversation
378,133,2021-06-09T18,Started Conversation
118,226,2021-10-01T18,Ended Conversation
141,24,2023-01-19T11,Ended Conversation
293,16,2021-08-10T11,Started Conversation
354,98,2023-01-31T03,Ended Conversation
230,32,2022-10-14T22,Ended Conversation
240,85,2021-07-01T09,Ended Conversation
134,142,2021-07-16T06,Started Conversation
184,220,2022-04-05T12,Started Conversation
34,51,2021-10-22T21,Started Conversation
387,47,2022-08-10T05,Started Conversation
100,101,2023-03-24T11,Started Conversation
61,207,2021-05-12T15,Ended Conversation
140,192,2022-02-08T18,Ended Conversation
5,8,2021-05-14T01,Ended Conversation
61,51,2022-12-27T04,Started Conversation
293,158,2021-04-30T08,Ended Conversation
75,166,2022-05-23T12,Ended Conversation
357,199,2023-08-23T03,Started Conversation
151,139,2021-07-18T21,Ended Conversation
322,210,2021-08-11T23,Ended Conversation
187,161,2022-11-09T02,Started Conversation
23,230,2023-01-29T08,Started Conversation
286,236,2023-04-26T02,Started Conversation
370,246,2022-12-03T10,Started Conversation
59,19,2022-07-12T05,Started Conversation
52,112,2021-04-03T22,Started Conversation
248,103,2022-09-08T18,Started Conversation
8,164,2022-12-25T03,Ended Conversation
55,117,2022-03-22T09,Started Conversation
85,34,2022-08-07T03,Started Conversation
88,136,2021-06-20T05,Ended Conversation
387,24,2022-12-24T17,Ended Conversation
326,156,2021-09-06T04,Ended Conversation
334,121,2023-07-07T14,Ended Conversation
202,28,2023-08-10T21,Started Conversation
198,233,2021-04-12T14,Ended Conversation
189,59,2022-03-29T04,Started Conversation
257,66,2021-06-04T22,Ended Conversation
366,22,2021-01-22T10,Started Conversation
122,208,2022-08-21T23,Ended Conversation
288,166,2021-03-23T02,Started Conversation
193,237,2023-05-17T23,Ended Conversation
307,106,2021-07-06T16,Ended Conversation
235,133,2021-06-29T21,Started Conversation
16,45,2021-10-03T04,Started Conversation
346,49,2021-05-28T04,Started Conversation
40,22,2022-02-06T15,Started Conversation
2,16,2022-09-09T13,Ended Conversation
338,63,2021-10-22T11,Started Conversation
181,172,2022-06-15T03,Ended Conversation
359,156,2022-06-30T11,Ended Conversation
140,105,2022-12-14T18,Started Conversation
283,120,2023-08-23T17,Ended Conversation
295,121,2021-12-25T20,Started Conversation
331,63,2022-01-10T04,Ended Conversation
20,44,2022-09-09T02,Started Conversation
97,236,2023-08-02T13,Started Conversation
114,238,2021-08-23T09,Started Conversation
108,22,2022-05-27T15,Started Conversation
197,16,2021-12-28T23,Ended Conversation
176,49,2021-06-19T17,Ended Conversation
237,125,2021-07-14T00,Ended Conversation
384,121,2023-03-19T00,Ended Conversation
265,226,2021-07-19T23,Started Conversation
364,238,2021-10-15T19,Started Conversation
148,77,2023-08-29T03,Started Conversation
118,233,2021-06-18T20,Started Conversation
182,237,2023-08-18T12,Started Conversation
244,189,2021-08-04T20,Started Conversation
2,4,2021-02-13T04,Started Conversation
179,207,2021-06-04T01,Ended Conversation
145,25,2023-07-14T02,Ended Conversation
129,12,2021-02-14T06,Ended Conversation
370,233,2021-12-18T11,Ended Conversation
364,31,2023-05-27T16,Ended Conversation
161,84,2022-04-22T19,Started Conversation
135,88,2021-09-29T09,Started Conversation
70,220,2023-02-14T07,Ended Conversation
292,24,2021-11-19T12,Ended Conversation
270,196,2022-06-11T11,Started Conversation
211,16,2022-11-19T08,Ended Conversation
286,136,2022-11-14T18,Started Conversation
203,187,2021-08-29T23,Ended Conversation
131,2,2021-08-15T01,Started Conversation
134,19,2022-11-08T18,Started Conversation
22,133,2023-06-11T13,Started Conversation
325,70,2021-02-05T21,Ended Conversation
225,80,2022-07-09T14,Started Conversation
96,13,2022-09-10T16,Ended Conversation
387,98,2023-03-18T04,Ended Conversation
214,220,2022-02-14T08,Started Conversation
93,91,2023-03-22T14,Ended Conversation
203,199,2023-05-21T15,Ended Conversation
146,166,2021-05-30T15,Ended Conversation
23,223,2021-01-02T08,Started Conversation
40,199,2021-02-28T12,Ended Conversation
62,127,2021-04-03T01,Started Conversation
270,5,2021-06-09T01,Ended Conversation
64,72,2021-10-25T01,Ended Conversation
97,14,2021-05-10T19,Started Conversation
378,196,2021-06-23T12,Started Conversation
313,208,2021-05-08T03,Ended Conversation
171,14,2021-10-16T17,Ended Conversation
17,223,2021-09-10T18,Started Conversation
111,121,2021-09-15T17,Started Conversation
334,22,2023-05-24T18,Ended Conversation
389,121,2022-05-27T11,Ended Conversation
31,214,2021-10-23T10,Ended Conversation
23,216,2021-02-27T15,Ended Conversation
26,192,2023-05-08T21,Ended Conversation
348,216,2021-04-09T17,Ended Conversation
56,121,2021-05-06T08,Started Conversation
115,92,2023-05-17T21,Started Conversation
134,41,2022-01-05T04,Ended Conversation
193,136,2022-07-03T22,Ended Conversation
154,41,2021-10-01T09,Ended Conversation
38,148,2022-10-28T00,Started Conversation
35,9,2023-05-04T19,Started Conversation
191,105,2023-06-17T18,Started Conversation
124,59,2022-11-05T00,Ended Conversation
289,12,2022-10-10T12,Started Conversation
300,88,2023-04-27T01,Started Conversation
203,196,2023-01-12T22,Ended Conversation
260,41,2022-07-18T01,Started Conversation
325,22,2021-08-27T21,Ended Conversation
272,161,2022-02-14T19,Started Conversation
283,238,2023-01-17T18,Ended Conversation
193,13,2022-09-25T07,Started Conversation
286,120,2022-11-30T07,Started Conversation
202,182,2021-02-04T11,Started Conversation
316,41,2022-01-14T16,Started Conversation
225,45,2021-09-30T22,Started Conversation
55,112,2021-12-08T12,Started Conversation
95,27,2021-02-24T11,Ended Conversation
295,41,2023-04-11T12,Started Conversation
67,238,2023-05-21T23,Started Conversation
9,139,2021-03-05T01,Started Conversation
146,66,2021-01-17T10,Started Conversation
214,59,2021-07-14T16,Ended Conversation
28,92,2021-11-15T01,Started Conversation
343,164,2021-05-29T05,Ended Conversation
12,49,2021-10-24T08,Ended Conversation
22,93,2021-01-17T23,Started Conversation
31,72,2022-10-17T09,Ended Conversation
260,216,2023-08-10T00,Started Conversation
159,151,2021-12-11T18,Ended Conversation
64,25,2021-08-29T12,Ended Conversation
346,92,2021-09-05T20,Started Conversation
49,28,2022-06-18T22,Ended Conversation
248,142,2022-09-07T17,Ended Conversation
209,141,2023-05-10T10,Started Conversation
115,101,2021-12-19T12,Ended Conversation
76,164,2021-12-03T10,Started Conversation
140,44,2021-11-29T23,Started Conversation
366,236,2023-07-20T21,Started Conversation
193,170,2021-05-24T09,Started Conversation
292,98,2022-11-29T23,Ended Conversation
56,67,2023-01-09T04,Ended Conversation
384,9,2023-05-11T06,Ended Conversation
265,66,2021-09-23T14,Started Conversation
129,79,2022-06-13T19,Started Conversation
244,49,2022-12-22T14,Ended Conversation
79,98,2023-05-23T02,Started Conversation
155,63,2022-12-10T02,Ended Conversation
201,226,2021-03-24T14,Ended Conversation
206,150,2021-04-10T00,Ended Conversation
102,192,2023-07-03T04,Started Conversation
80,83,2021-10-24T05,Ended Conversation
357,172,2022-02-24T21,Ended Conversation
187,80,2021-08-18T11,Ended Conversation
245,148,2021-12-15T13,Started Conversation
373,207,2022-03-30T19,Started Conversation
48,16,2021-12-25T00,Started Conversation
43,25,2022-01-20T15,Started Conversation
184,109,2022-06-28T17,Ended Conversation
120,4,2021-04-21T15,Ended Conversation
259,24,2023-05-18T10,Started Conversation
364,34,2022-05-04T21,Ended Conversation
35,169,2022-03-30T21,Started Conversation
293,150,2023-07-23T21,Started Conversation
23,203,2021-10-23T12,Started Conversation
354,223,2021-01-15T16,Ended Conversation
171,179,2022-09-17T16,Started Conversation
389,72,2021-12-03T22,Started Conversation
312,51,2021-07-10T22,Ended Conversation
85,178,2022-12-12T03,Ended Conversation
377,5,2021-09-06T04,Ended Conversation
211,49,2023-05-28T19,Started Conversation
171,159,2021-07-01T00,Started Conversation
377,62,2022-04-10T22,Ended Conversation
52,66,2022-06-01T14,Ended Conversation
43,151,2021-01-02T20,Started Conversation
268,27,2021-10-16T08,Started Conversation
225,70,2021-10-27T21,Ended Conversation
38,79,2022-03-21T19,Started Conversation
374,9,2022-11-05T00,Started Conversation
370,4,2022-04-15T21,Started Conversation
370,41,2022-12-22T11,Started Conversation
165,72,2021-12-07T03,Started Conversation
124,79,2021-04-24T12,Started Conversation
316,142,2023-01-14T15,Ended Conversation
5,12,2021-04-09T18,Ended Conversation
387,2,2021-10-25T06,Started Conversation
246,25,2021-08-17T06,Ended Conversation
56,139,2021-06-22T03,Ended Conversation
325,39,2022-03-20T11,Started Conversation
211,92,2021-02-20T22,Ended Conversation
263,49,2023-01-27T05,Ended Conversation
384,190,2023-04-03T08,Started Conversation
72,22,2022-11-21T13,Started Conversation
171,67,2022-04-30T00,Ended Conversation
325,84,2023-09-08T19,Ended Conversation
40,98,2023-04-19T06,Ended Conversation
280,45,2023-08-11T10,Ended Conversation
102,133,2021-04-09T02,Started Conversation
237,220,2022-07-06T10,Ended Conversation
195,182,2021-11-13T22,Ended Conversation
165,199,2022-12-22T18,Started Conversation
201,67,2023-03-19T04,Ended Conversation
222,196,2021-05-31T08,Ended Conversation
115,121,2023-09-07T17,Ended Conversation
278,166,2022-06-15T20,Started Conversation
217,93,2023-06-02T18,Ended Conversation
22,77,2021-07-02T15,Ended Conversation
155,214,2023-04-27T11,Ended Conversation
207,214,2021-12-05T05,Ended Conversation
171,145,2023-04-29T22,Ended Conversation
134,91,2022-07-23T20,Ended Conversation
88,5,2021-10-06T02,Ended Conversation
203,125,2023-09-06T01,Ended Conversation
40,179,2023-06-27T19,Ended Conversation
35,230,2023-06-13T16,Started Conversation
95,106,2022-08-31T09,Started Conversation
168,80,2021-09-03T14,Started Conversation
202,228,2022-09-01T01,Ended Conversation
31,148,2022-05-28T14,Started Conversation
325,120,2021-09-29T04,Started Conversation
283,175,2021-10-15T08,Ended Conversation
129,158,2022-03-09T10,Ended Conversation
96,63,2022-02-20T04,Started Conversation
16,22,2022-05-14T00,Ended Conversation
277,101,2022-10-06T09,Started Conversation
157,5,2023-03-24T08,Ended Conversation
278,39,2023-04-05T04,Started Conversation
329,196,2022-08-30T16,Started Conversation
159,63,2022-01-16T09,Ended Conversation
12,184,2021-08-06T14,Started Conversation
277,136,2023-07-31T14,Ended Conversation
257,114,2021-04-14T04,Started Conversation
220,121,2023-02-07T06,Started Conversation
337,208,2021-11-13T14,Started Conversation
9,19,2023-07-17T11,Started Conversation
316,44,2022-12-27T10,Started Conversation
230,44,2023-02-02T03,Ended Conversation
16,238,2022-01-14T03,Ended Conversation
375,223,2023-04-17T23,Started Conversation
95,37,2021-09-01T09,Ended Conversation
91,169,2021-03-22T03,Started Conversation
359,85,2023-04-28T02,Ended Conversation
187,34,2021-05-06T18,Ended Conversation
389,161,2021-03-16T04,Started Conversation
384,49,2022-09-12T01,Ended Conversation
312,217,2022-02-16T03,Started Conversation
122,57,2021-09-17T04,Ended Conversation
325,39,2023-05-19T19,Ended Conversation
187,62,2022-07-17T15,Started Conversation
223,109,2021-03-31T02,Ended Conversation
79,80,2023-08-16T07,Started Conversation
171,109,2023-06-13T08,Ended Conversation
289,54,2022-12-28T20,Ended Conversation
233,98,2022-07-05T19,Ended Conversation
259,179,2022-01-12T21,Started Conversation
154,148,2022-09-22T16,Started Conversation
62,139,2021-10-22T08,Ended Conversation
278,166,2021-07-07T04,Started Conversation
173,246,2023-05-14T16,Ended Conversation
241,246,2022-11-19T05,Ended Conversation
70,237,2022-09-26T12,Started Conversation
182,150,2022-05-31T07,Started Conversation
257,182,2021-03-16T08,Started Conversation
38,153,2021-05-24T19,Started Conversation
278,172,2023-06-13T23,Ended Conversation
34,207,2023-05-21T02,Ended Conversation
312,13,2022-10-04T21,Started Conversation
337,120,2022-08-31T00,Ended Conversation
56,159,2023-06-17T03,Ended Conversation
151,32,2022-08-01T03,Ended Conversation
252,169,2021-10-13T08,Started Conversation
346,148,2021-02-22T02,Started Conversation
48,28,2022-07-25T23,Ended Conversation
207,196,2022-06-22T10,Started Conversation
373,83,2021-01-27T05,Ended Conversation
346,109,2022-04-25T00,Ended Conversation
307,8,2023-04-02T23,Ended Conversation
220,95,2023-05-29T14,Ended Conversation
265,175,2022-06-16T01,Ended Conversation
48,182,2021-09-11T13,Ended Conversation
378,47,2023-05-31T10,Ended Conversation
201,16,2021-06-16T07,Ended Conversation
111,8,2022-08-24T03,Started Conversation
349,226,2023-05-16T19,Started Conversation
187,226,2021-08-21T15,Started Conversation
75,150,2022-03-16T20,Ended Conversation
79,133,2021-12-26T19,Ended Conversation
20,240,2022-03-19T13,Started Conversation
361,51,2022-07-02T03,Started Conversation
72,85,2022-10-29T09,Ended Conversation
222,161,2023-01-03T20,Ended Conversation
20,216,2023-02-06T02,Started Conversation
102,184,2023-08-30T03,Started Conversation
313,225,2021-10-30T21,Started Conversation
381,16,2022-06-19T00,Started Conversation
17,190,2022-11-29T10,Ended Conversation
157,225,2022-08-25T22,Started Conversation
17,184,2021-01-06T18,Ended Conversation
349,79,2022-04-29T15,Ended Conversation
222,203,2021-07-18T15,Ended Conversation
346,79,2022-08-04T00,Ended Conversation
129,236,2021-09-26T16,Started Conversation
381,4,2021-07-25T22,Started Conversation
364,246,2021-07-29T14,Started Conversation
28,228,2022-06-11T16,Started Conversation
252,217,2021-03-20T00,Ended Conversation
76,216,2021-02-06T22,Started Conversation
286,210,2023-05-24T09,Ended Conversation
219,5,2021-01-26T11,Ended Conversation
79,129,2021-12-30T03,Started Conversation
368,145,2023-04-04T01,Ended Conversation
346,187,2021-09-09T04,Started Conversation
159,98,2022-06-08T04,Started Conversation
364,63,2022-06-22T09,Started Conversation
377,19,2021-02-06T17,Ended Conversation
34,203,2022-01-26T09,Started Conversation
370,84,2022-03-22T18,Ended Conversation
245,109,2021-03-06T01,Ended Conversation
289,28,2021-06-08T17,Started Conversation
275,172,2023-05-06T18,Started Conversation
75,228,2021-12-07T10,Started Conversation
240,25,2021-07-04T19,Ended Conversation
162,16,2021-10-24T07,Ended Conversation
20,62,2022-12-01T13,Ended Conversation
248,182,2021-03-25T13,Ended Conversation
191,178,2021-07-25T19,Started Conversation
329,95,2023-06-06T01,Started Conversation
189,51,2021-11-30T19,Started Conversation
115,80,2022-07-23T16,Started Conversation
322,105,2023-03-29T21,Ended Conversation
252,41,2022-01-19T16,Ended Conversation
162,236,2021-12-28T18,Started Conversation
343,121,2021-12-15T01,Started Conversation
40,62,2023-01-23T23,Started Conversation
277,79,2021-02-23T00,Ended Conversation
261,67,2022-11-16T23,Started Conversation
134,230,2022-05-29T09,Started Conversation
214,159,2022-08-31T13,Ended Conversation
95,139,2022-11-17T08,Ended Conversation
384,139,2022-01-21T11,Started Conversation
181,243,2021-12-31T05,Ended Conversation
228,91,2023-03-11T11,Ended Conversation
312,192,2022-10-28T01,Ended Conversation
370,127,2021-02-17T04,Started Conversation
309,214,2022-09-24T18,Ended Conversation
222,25,2023-08-03T19,Ended Conversation
31,77,2023-03-10T20,Started Conversation
280,129,2022-02-13T15,Ended Conversation
209,91,2023-01-12T21,Started Conversation
91,101,2022-09-23T11,Ended Conversation
261,56,2021-07-01T13,Started Conversation
22,32,2022-06-10T23,Ended Conversation
360,125,2023-09-13T21,Ended Conversation
319,54,2023-09-07T21,Ended Conversation
34,70,2021-08-27T05,Started Conversation
235,41,2021-08-14T03,Started Conversation
79,141,2021-05-31T09,Ended Conversation
146,194,2022-10-15T08,Ended Conversation
381,164,2022-03-25T02,Ended Conversation
275,228,2021-12-04T05,Started Conversation
207,166,2022-09-27T14,Started Conversation
187,220,2023-06-09T04,Ended Conversation
259,151,2022-10-11T18,Started Conversation
151,127,2021-10-21T14,Started Conversation
316,45,2021-02-21T02,Started Conversation
389,240,2022-07-06T06,Ended Conversation
326,9,2021-06-27T20,Ended Conversation
252,10,2021-06-11T07,Started Conversation
159,93,2021-07-14T13,Ended Conversation
176,9,2021-04-07T22,Started Conversation
320,223,2021-07-30T00,Ended Conversation
12,19,2021-09-12T19,Ended Conversation
56,75,2021-12-16T09,Ended Conversation
209,63,2021-10-19T09,Started Conversation
286,179,2022-11-13T21,Started Conversation
322,153,2021-09-25T07,Ended Conversation
366,207,2023-08-21T05,Started Conversation
360,246,2022-06-06T21,Ended Conversation
155,155,2021-04-07T17,Started Conversation
381,237,2022-05-03T12,Ended Conversation
118,203,2023-03-22T17,Ended Conversation
148,150,2021-03-24T09,Started Conversation
360,127,2023-08-27T17,Ended Conversation
141,9,2022-10-29T06,Started Conversation
182,246,2021-01-22T12,Started Conversation
195,48,2021-11-03T13,Started Conversation
67,233,2022-01-11T20,Ended Conversation
378,12,2021-04-20T18,Started Conversation
357,41,2023-02-06T14,Started Conversation
173,10,2021-06-17T15,Ended Conversation
40,213,2021-04-19T16,Ended Conversation
237,246,2021-07-24T02,Started Conversation
82,184,2022-07-07T12,Ended Conversation
261,232,2021-03-07T18,Ended Conversation
272,216,2022-02-22T17,Ended Conversation
366,37,2021-09-20T14,Ended Conversation
301,190,2021-03-12T07,Ended Conversation
370,80,2021-07-29T05,Ended Conversation
288,92,2022-04-04T20,Started Conversation
214,216,2022-11-20T01,Started Conversation
297,121,2022-02-06T18,Ended Conversation
288,226,2022-07-05T10,Ended Conversation
143,98,2022-06-25T16,Started Conversation
9,153,2021-12-13T13,Ended Conversation
211,196,2022-07-31T03,Started Conversation
252,103,2022-09-08T22,Ended Conversation
337,14,2023-07-19T11,Ended Conversation
368,72,2022-04-30T01,Ended Conversation
309,8,2023-03-08T19,Started Conversation
80,101,2021-02-28T09,Ended Conversation
275,56,2022-04-12T08,Ended Conversation
100,57,2023-02-28T15,Ended Conversation
111,39,2022-11-17T20,Ended Conversation
263,79,2023-06-27T06,Ended Conversation
297,129,2021-03-25T08,Started Conversation
389,57,2023-04-19T09,Started Conversation
320,158,2021-12-13T07,Ended Conversation
23,127,2023-05-10T12,Started Conversation
127,9,2021-08-30T17,Started Conversation
