npc_id,item_id,timestamp,value
38,59,2022-05-30T18,Taken
93,115,2021-06-16T12,Taken
31,109,2023-02-05T02,Taken
105,234,2022-07-15T13,Taken
20,21,2023-05-17T02,Given
389,4,2021-08-28T06,Taken
237,134,2022-03-06T01,Taken
214,301,2023-04-06T02,Given
48,234,2021-04-27T03,Taken
20,146,2021-01-19T09,Taken
90,82,2022-10-17T21,Taken
97,290,2022-06-30T18,Given
286,48,2022-12-25T18,Given
193,169,2023-07-12T21,Given
122,51,2022-11-23T11,Given
346,227,2022-10-24T23,Taken
326,84,2021-04-23T22,Taken
122,216,2021-12-11T12,Taken
2,268,2021-10-30T03,Given
222,169,2022-05-22T03,Given
329,130,2022-08-31T09,Taken
230,173,2022-04-02T18,Taken
219,228,2023-02-23T15,Given
9,122,2023-03-12T02,Taken
301,236,2021-08-21T05,Taken
348,260,2023-03-02T09,Given
193,160,2022-05-02T09,Given
181,239,2022-03-29T04,Given
151,227,2023-02-19T19,Taken
384,126,2023-02-07T16,Given
277,133,2022-10-17T16,Given
241,82,2023-02-25T05,Taken
378,1,2021-11-02T17,Given
286,122,2022-01-16T09,Given
182,144,2023-07-22T09,Taken
220,9,2021-05-16T05,Taken
257,42,2021-09-08T11,Taken
257,199,2021-03-17T22,Taken
225,15,2023-06-13T14,Taken
195,32,2022-10-19T21,Given
134,70,2022-09-21T15,Given
159,231,2021-08-05T11,Taken
82,169,2021-03-08T21,Taken
129,11,2022-04-10T09,Taken
322,109,2022-10-07T18,Given
222,235,2022-12-10T17,Taken
105,127,2023-01-10T19,Taken
214,149,2023-01-11T12,Taken
55,11,2022-01-26T12,Given
56,15,2022-12-04T12,Taken
377,260,2021-09-18T07,Given
191,24,2021-11-30T14,Taken
102,146,2021-08-04T08,Given
8,109,2021-06-24T07,Given
198,276,2022-06-16T15,Given
249,172,2022-04-23T14,Taken
88,134,2023-05-26T03,Given
67,110,2021-05-27T16,Given
220,207,2021-08-31T02,Given
220,152,2021-06-02T13,Taken
145,88,2022-07-16T00,Taken
261,48,2021-05-25T17,Taken
240,282,2022-12-23T05,Given
189,190,2021-04-02T07,Taken
275,58,2022-07-04T08,Given
286,190,2023-09-02T06,Given
131,59,2022-08-17T13,Taken
23,79,2023-05-14T19,Given
338,34,2022-08-14T12,Taken
206,70,2023-01-27T08,Taken
202,29,2022-02-19T19,Taken
17,163,2022-06-17T03,Given
46,90,2023-04-27T14,Given
34,211,2021-06-01T19,Given
221,100,2021-04-21T04,Taken
374,251,2022-08-23T01,Given
102,228,2023-07-03T11,Given
312,160,2022-02-19T18,Given
2,58,2021-10-29T11,Taken
254,70,2021-09-26T00,Given
219,224,2021-08-01T14,Given
207,181,2022-03-17T08,Taken
297,74,2023-07-02T14,Taken
88,4,2022-08-24T05,Taken
62,283,2022-12-17T09,Given
48,42,2022-05-08T05,Given
361,227,2022-06-26T19,Taken
220,56,2023-06-23T21,Taken
351,87,2023-05-17T06,Taken
80,168,2023-05-03T17,Taken
93,17,2022-02-27T10,Taken
197,181,2021-11-06T10,Given
93,17,2023-08-03T20,Given
378,259,2021-02-09T23,Given
55,257,2022-02-20T02,Taken
140,91,2021-04-03T10,Taken
268,210,2022-08-30T11,Given
347,165,2022-04-13T06,Given
241,60,2022-04-19T04,Taken
309,110,2022-08-09T07,Given
80,12,2021-04-25T11,Taken
80,38,2023-02-19T23,Given
155,49,2021-09-26T10,Given
343,124,2022-08-14T06,Given
102,231,2022-11-19T07,Taken
191,74,2022-04-12T01,Given
135,98,2022-04-25T20,Taken
263,71,2022-12-03T18,Taken
211,208,2021-11-11T16,Given
261,38,2023-02-26T19,Taken
189,260,2023-04-01T11,Taken
114,228,2021-06-15T07,Taken
347,123,2022-04-18T07,Given
105,127,2021-05-25T05,Taken
341,77,2023-01-06T17,Given
195,86,2022-10-04T10,Taken
22,126,2023-09-14T05,Taken
346,58,2023-06-04T10,Given
146,61,2021-08-22T20,Given
127,163,2021-05-03T10,Taken
12,122,2022-12-01T08,Taken
12,196,2023-07-18T17,Given
300,255,2023-03-03T15,Taken
5,119,2021-04-19T03,Taken
141,269,2022-10-29T16,Taken
295,146,2022-11-03T19,Given
357,14,2022-07-18T10,Taken
127,294,2023-07-03T08,Taken
272,175,2023-09-07T06,Taken
219,101,2021-11-08T11,Given
75,242,2021-06-08T14,Given
145,104,2022-09-08T13,Given
17,211,2022-05-04T13,Taken
195,90,2021-09-15T13,Taken
35,204,2023-06-27T08,Given
223,167,2022-02-15T23,Given
366,228,2021-06-08T19,Taken
2,50,2022-04-19T17,Taken
135,265,2023-01-01T02,Taken
56,141,2023-08-25T20,Given
280,119,2021-01-08T07,Taken
202,86,2022-09-17T01,Taken
91,290,2022-10-26T16,Taken
40,259,2022-03-03T18,Given
49,39,2023-07-13T04,Taken
105,32,2022-01-02T17,Taken
115,275,2022-03-18T07,Given
13,119,2022-09-18T14,Given
278,124,2021-10-20T17,Given
181,260,2022-03-14T23,Given
181,296,2023-02-09T08,Given
349,168,2022-08-11T12,Given
325,86,2021-06-12T01,Given
59,255,2023-01-12T16,Given
134,155,2021-09-02T23,Taken
22,275,2021-12-29T17,Given
2,117,2022-04-08T16,Taken
151,278,2021-08-16T07,Given
387,201,2023-09-12T06,Given
286,204,2022-05-30T07,Taken
387,107,2022-12-15T02,Taken
124,32,2021-06-05T09,Given
129,103,2021-07-09T08,Given
34,177,2022-11-08T21,Given
176,152,2022-07-30T07,Given
223,235,2022-04-17T17,Taken
91,38,2022-12-07T06,Taken
176,249,2021-02-13T19,Taken
106,299,2021-09-01T01,Given
237,12,2023-02-11T12,Given
9,15,2022-06-05T11,Given
313,168,2023-02-18T21,Given
82,137,2021-07-25T23,Taken
76,275,2022-07-10T03,Taken
245,198,2021-07-20T17,Given
259,4,2023-01-04T05,Taken
201,281,2023-04-23T03,Taken
245,104,2022-07-27T20,Given
283,94,2022-07-26T11,Taken
289,130,2023-05-30T09,Given
72,299,2022-02-04T14,Taken
206,144,2023-07-18T19,Given
207,110,2021-01-06T20,Taken
348,107,2023-04-26T06,Taken
43,101,2021-02-04T14,Given
373,205,2022-03-10T12,Taken
212,275,2021-11-11T08,Taken
280,196,2022-10-18T02,Taken
228,216,2021-03-01T00,Taken
151,143,2022-09-22T07,Taken
13,287,2021-01-12T19,Given
351,37,2021-02-11T15,Taken
384,210,2023-08-16T00,Given
319,141,2021-04-19T14,Given
370,172,2023-07-06T08,Taken
198,283,2021-08-16T00,Taken
62,257,2023-06-05T17,Given
225,42,2022-08-16T20,Taken
361,257,2021-05-23T16,Taken
157,163,2023-06-11T02,Given
301,86,2021-12-11T04,Taken
161,169,2021-02-26T12,Given
108,257,2022-10-01T10,Given
241,285,2021-04-15T23,Taken
2,59,2021-09-05T05,Given
350,71,2021-05-30T23,Taken
79,134,2022-08-05T02,Taken
176,54,2021-11-25T17,Taken
82,298,2022-03-27T18,Given
52,187,2022-10-23T12,Taken
278,60,2022-05-11T02,Taken
240,219,2023-09-03T07,Taken
350,104,2021-07-06T08,Taken
162,141,2022-04-04T15,Taken
124,260,2022-08-24T09,Given
289,235,2022-09-23T06,Given
93,110,2023-08-13T21,Given
244,239,2023-07-19T16,Taken
359,87,2022-09-11T09,Given
13,295,2021-07-25T04,Taken
248,91,2022-11-30T19,Taken
127,147,2022-07-25T02,Taken
207,77,2022-06-16T22,Taken
252,204,2022-02-13T04,Taken
341,152,2023-08-29T20,Given
122,182,2023-02-20T21,Taken
212,268,2021-12-02T14,Given
259,4,2021-08-02T21,Given
95,295,2022-04-14T16,Taken
319,88,2021-11-02T07,Given
211,160,2021-02-16T07,Taken
245,219,2022-12-01T13,Taken
222,54,2021-02-20T13,Given
307,282,2021-09-22T07,Given
313,205,2023-03-15T00,Taken
140,59,2022-11-23T14,Given
90,239,2022-05-18T19,Given
357,141,2023-04-29T01,Taken
151,94,2021-10-22T05,Given
85,296,2021-02-25T06,Taken
95,75,2022-05-29T09,Taken
334,92,2022-11-12T12,Taken
370,66,2022-09-16T21,Given
197,228,2021-02-28T08,Taken
331,126,2022-07-07T04,Given
165,88,2022-12-22T19,Given
373,51,2021-04-24T09,Taken
20,245,2022-11-09T18,Taken
245,140,2022-03-05T12,Given
34,259,2021-06-26T05,Taken
85,38,2022-07-11T00,Given
268,49,2021-08-29T20,Given
22,137,2021-03-24T13,Taken
244,172,2021-03-19T02,Taken
373,51,2022-12-25T21,Taken
184,195,2021-10-19T05,Taken
381,293,2022-10-07T22,Taken
260,226,2021-09-26T03,Given
108,211,2023-09-12T13,Taken
343,115,2022-06-07T21,Given
346,296,2021-05-28T10,Given
55,125,2022-02-05T16,Taken
338,8,2022-11-27T08,Given
245,117,2022-03-29T09,Given
17,8,2023-05-18T03,Given
307,54,2022-11-15T10,Taken
85,267,2021-10-22T23,Given
378,48,2021-10-08T19,Taken
370,69,2022-12-03T22,Taken
319,198,2022-08-23T19,Given
211,117,2021-07-14T13,Given
93,163,2021-11-24T19,Given
61,277,2022-09-20T13,Given
209,231,2021-08-28T23,Taken
102,68,2021-07-11T04,Given
368,140,2022-08-22T09,Taken
171,167,2021-10-30T10,Taken
90,224,2023-05-11T22,Given
91,109,2023-05-08T00,Taken
272,177,2023-06-01T02,Taken
375,20,2022-11-19T10,Given
20,75,2022-05-25T13,Taken
95,207,2021-02-08T17,Given
138,66,2021-01-05T16,Given
124,147,2022-05-13T15,Taken
151,295,2022-01-28T02,Taken
206,293,2023-04-03T01,Given
221,242,2023-07-09T19,Taken
67,177,2021-09-17T19,Taken
124,82,2023-04-16T09,Taken
297,175,2023-04-02T10,Given
198,144,2023-01-03T06,Given
245,198,2021-04-25T10,Given
295,301,2022-05-07T09,Taken
145,61,2021-01-03T00,Taken
102,126,2023-01-24T05,Taken
105,123,2022-12-28T19,Given
373,54,2021-09-05T08,Taken
138,92,2022-06-16T10,Taken
286,251,2022-02-11T07,Given
225,100,2022-07-05T15,Given
46,181,2022-09-10T19,Given
176,42,2023-02-18T23,Given
102,51,2022-10-20T02,Taken
75,66,2022-06-08T00,Given
16,285,2023-01-14T10,Taken
346,219,2022-09-06T02,Taken
22,228,2023-03-16T01,Given
351,69,2022-12-24T19,Taken
370,249,2021-05-20T03,Taken
309,255,2022-07-01T01,Given
124,90,2022-02-12T17,Taken
148,146,2022-12-15T11,Given
191,4,2023-06-27T23,Taken
244,172,2023-06-13T17,Taken
348,60,2022-04-16T14,Given
343,86,2022-01-22T01,Given
148,123,2021-01-31T04,Given
26,196,2021-12-18T14,Given
157,58,2022-03-01T11,Taken
244,84,2022-08-02T05,Taken
354,293,2022-04-22T09,Taken
90,228,2022-12-22T02,Taken
366,204,2023-02-01T06,Taken
289,193,2021-03-15T09,Given
235,61,2021-04-14T21,Given
260,279,2021-06-14T04,Taken
366,228,2021-08-12T01,Taken
280,196,2022-01-09T01,Taken
309,201,2022-02-07T01,Given
59,205,2022-04-19T18,Given
13,193,2022-09-19T06,Taken
114,228,2023-01-22T09,Taken
70,249,2021-11-02T10,Given
389,268,2022-07-23T01,Given
171,79,2023-01-03T16,Taken
220,119,2021-12-21T17,Taken
8,17,2021-06-04T14,Taken
138,149,2021-06-08T16,Taken
22,199,2021-09-10T03,Given
28,285,2022-07-28T01,Taken
278,295,2022-10-12T05,Given
157,242,2022-06-28T19,Given
364,96,2022-11-20T18,Taken
181,130,2022-11-06T03,Given
349,60,2021-06-18T01,Given
191,147,2023-04-28T17,Given
207,141,2021-10-03T12,Given
278,296,2021-10-24T01,Given
28,21,2021-08-28T20,Taken
301,295,2023-06-06T13,Taken
289,140,2022-10-20T16,Given
28,279,2023-05-12T21,Given
307,96,2022-07-01T06,Taken
115,8,2022-12-05T01,Given
233,45,2021-09-10T15,Given
151,111,2022-09-20T03,Taken
148,27,2023-03-28T20,Taken
202,38,2023-03-28T00,Given
361,141,2022-08-11T20,Given
245,147,2023-07-11T20,Taken
131,9,2022-12-01T02,Taken
195,8,2022-05-26T10,Taken
309,66,2021-07-02T19,Given
338,173,2023-03-06T02,Taken
197,70,2022-10-02T17,Taken
106,205,2022-10-02T05,Given
93,172,2021-01-02T17,Given
46,109,2021-07-18T05,Taken
217,265,2022-01-28T22,Given
325,21,2022-06-01T01,Given
22,210,2021-04-03T04,Given
