npc_id,quest_id,timestamp,value
96,53,2022-03-21T02,Completed Quest
77,131,2022-09-17T01,Gave Quest
7,162,2022-10-16T17,Completed Quest
2,85,2022-02-21T23,Completed Quest
132,62,2022-06-15T20,Completed Quest
93,59,2022-05-31T12,Completed Quest
149,217,2022-04-08T07,Completed Quest
66,225,2021-10-20T20,Gave Quest
8,189,2023-03-28T04,Completed Quest
8,339,2023-09-12T08,Completed Quest
188,116,2021-02-08T07,Gave Quest
69,79,2022-07-07T16,Completed Quest
7,79,2021-03-15T16,Gave Quest
188,56,2022-06-11T19,Gave Quest
30,77,2022-08-18T06,Gave Quest
104,191,2023-04-02T00,Completed Quest
47,150,2022-08-13T01,Gave Quest
28,121,2023-07-31T14,Gave Quest
119,241,2021-03-11T19,Completed Quest
92,82,2021-10-23T22,Completed Quest
141,283,2022-11-24T10,Completed Quest
132,145,2021-01-02T21,Completed Quest
106,29,2021-01-05T01,Gave Quest
48,56,2023-04-03T23,Completed Quest
171,312,2023-01-13T05,Gave Quest
168,145,2023-03-25T01,Gave Quest
58,186,2021-03-15T18,Gave Quest
90,312,2023-01-17T02,Gave Quest
58,297,2021-06-03T04,Completed Quest
66,86,2022-06-17T18,Completed Quest
47,32,2022-12-17T16,Completed Quest
60,177,2021-09-07T12,Completed Quest
121,165,2023-08-12T11,Gave Quest
191,26,2022-04-08T17,Completed Quest
21,249,2023-04-28T16,Completed Quest
171,86,2023-08-14T19,Gave Quest
123,264,2021-06-06T00,Completed Quest
176,126,2023-03-20T13,Completed Quest
58,294,2022-09-10T02,Gave Quest
135,46,2023-09-02T18,Gave Quest
159,71,2023-02-28T18,Gave Quest
187,301,2021-05-04T13,Completed Quest
152,303,2022-04-13T18,Gave Quest
137,241,2022-04-05T03,Completed Quest
80,84,2023-07-14T21,Completed Quest
32,289,2022-11-16T18,Completed Quest
110,83,2021-05-02T21,Completed Quest
187,20,2021-07-26T08,Completed Quest
190,155,2021-03-22T05,Completed Quest
7,58,2022-09-13T08,Completed Quest
173,131,2023-01-10T21,Gave Quest
46,333,2023-05-24T16,Gave Quest
148,228,2021-05-12T14,Completed Quest
119,301,2022-05-11T10,Completed Quest
161,222,2023-02-28T22,Gave Quest
155,51,2021-10-02T22,Gave Quest
172,18,2021-04-22T03,Completed Quest
2,16,2022-10-04T17,Gave Quest
13,282,2022-07-01T19,Gave Quest
96,131,2023-04-18T07,Gave Quest
104,266,2022-12-26T09,Gave Quest
87,297,2022-01-18T21,Gave Quest
173,206,2023-06-29T04,Completed Quest
4,282,2022-10-28T08,Completed Quest
93,152,2022-12-20T20,Completed Quest
188,300,2022-06-17T20,Gave Quest
69,277,2021-08-13T18,Completed Quest
90,236,2023-05-04T20,Gave Quest
80,144,2022-01-14T08,Gave Quest
171,62,2021-12-07T10,Completed Quest
104,300,2022-03-17T11,Gave Quest
179,260,2023-08-18T23,Gave Quest
175,46,2021-12-16T12,Gave Quest
172,143,2022-05-13T14,Completed Quest
179,283,2022-08-08T00,Gave Quest
155,168,2023-03-21T02,Completed Quest
104,145,2021-01-31T08,Completed Quest
91,284,2022-10-20T19,Completed Quest
161,261,2021-08-31T19,Completed Quest
113,222,2021-12-02T02,Gave Quest
49,155,2021-05-12T03,Completed Quest
123,32,2021-04-09T09,Gave Quest
191,204,2022-02-27T12,Gave Quest
25,147,2022-02-06T05,Gave Quest
132,152,2022-06-24T22,Completed Quest
92,213,2021-06-24T05,Completed Quest
194,210,2023-09-07T15,Gave Quest
121,189,2021-02-19T11,Completed Quest
25,309,2023-03-16T19,Gave Quest
152,32,2022-05-29T06,Completed Quest
46,324,2022-02-20T14,Completed Quest
135,324,2021-11-25T04,Completed Quest
79,143,2022-04-28T08,Gave Quest
110,168,2021-04-21T20,Gave Quest
141,285,2022-04-15T12,Gave Quest
176,143,2023-03-12T21,Completed Quest
175,177,2022-09-27T22,Completed Quest
120,62,2023-01-25T09,Gave Quest
35,170,2021-09-18T05,Completed Quest
187,162,2022-03-04T00,Gave Quest
155,211,2021-11-20T19,Completed Quest
91,29,2023-02-06T03,Gave Quest
123,145,2023-06-26T14,Gave Quest
144,3,2021-07-28T13,Completed Quest
80,318,2022-03-14T08,Completed Quest
25,282,2022-02-21T20,Gave Quest
106,173,2023-07-07T02,Completed Quest
118,38,2022-06-27T02,Gave Quest
54,90,2023-08-08T22,Completed Quest
168,152,2022-06-24T03,Completed Quest
60,191,2022-09-08T20,Gave Quest
141,340,2021-07-20T05,Gave Quest
171,285,2021-05-31T02,Completed Quest
188,180,2023-08-03T11,Completed Quest
22,191,2022-03-31T09,Gave Quest
15,59,2021-10-10T12,Completed Quest
56,307,2021-12-22T09,Gave Quest
93,204,2023-04-21T21,Completed Quest
161,252,2021-08-10T18,Gave Quest
4,213,2021-07-01T03,Completed Quest
123,109,2021-09-17T21,Completed Quest
80,301,2021-04-20T19,Gave Quest
44,87,2022-01-31T07,Completed Quest
172,136,2023-03-13T13,Completed Quest
129,8,2021-05-17T20,Gave Quest
44,65,2021-04-07T22,Gave Quest
42,274,2023-04-11T13,Gave Quest
61,261,2023-03-13T13,Completed Quest
48,316,2021-12-18T05,Gave Quest
87,53,2022-11-29T09,Completed Quest
90,234,2022-03-03T08,Completed Quest
179,131,2022-09-06T13,Completed Quest
75,62,2021-11-01T01,Completed Quest
129,48,2023-08-22T23,Gave Quest
194,249,2022-10-03T01,Completed Quest
168,56,2022-07-07T08,Gave Quest
83,271,2021-04-24T14,Gave Quest
156,288,2023-04-14T15,Gave Quest
83,315,2022-03-17T16,Gave Quest
172,102,2022-11-05T17,Gave Quest
90,126,2023-01-21T02,Gave Quest
137,58,2021-10-03T03,Gave Quest
15,102,2022-02-15T09,Gave Quest
29,170,2022-12-13T05,Completed Quest
27,225,2023-08-15T11,Completed Quest
194,219,2023-07-17T16,Gave Quest
179,5,2022-10-09T10,Completed Quest
96,131,2022-07-21T17,Gave Quest
123,211,2022-02-05T10,Completed Quest
79,170,2023-03-09T06,Completed Quest
97,77,2022-05-12T11,Completed Quest
152,5,2021-12-11T00,Completed Quest
48,264,2021-09-28T15,Completed Quest
40,87,2021-12-25T18,Gave Quest
22,309,2022-08-24T13,Completed Quest
11,268,2021-06-14T18,Gave Quest
175,208,2022-11-15T21,Gave Quest
21,92,2023-02-14T08,Gave Quest
42,315,2021-04-27T20,Completed Quest
146,278,2023-03-12T22,Completed Quest
8,83,2021-03-02T02,Gave Quest
97,124,2022-11-05T09,Gave Quest
141,44,2021-06-30T04,Gave Quest
129,65,2021-06-03T04,Gave Quest
15,256,2022-11-30T00,Gave Quest
4,321,2022-07-30T07,Completed Quest
159,8,2021-01-03T10,Completed Quest
40,82,2021-09-24T18,Gave Quest
120,125,2021-11-24T11,Completed Quest
72,168,2021-07-14T21,Completed Quest
187,294,2021-01-01T04,Completed Quest
175,268,2023-05-18T13,Gave Quest
119,26,2023-05-29T01,Gave Quest
141,307,2022-07-19T06,Gave Quest
66,124,2021-04-25T07,Gave Quest
152,109,2021-03-24T07,Completed Quest
58,187,2022-03-12T08,Completed Quest
8,159,2021-07-15T14,Gave Quest
29,224,2022-07-28T04,Completed Quest
119,150,2022-11-06T13,Completed Quest
93,202,2022-12-31T19,Gave Quest
69,139,2021-04-18T06,Completed Quest
30,85,2023-09-07T13,Completed Quest
72,343,2022-05-08T08,Completed Quest
179,288,2021-10-01T11,Gave Quest
64,268,2022-10-05T12,Completed Quest
48,116,2022-08-09T03,Completed Quest
49,62,2022-09-13T12,Gave Quest
61,20,2022-02-09T19,Gave Quest
102,124,2021-11-30T11,Gave Quest
179,99,2021-04-19T22,Completed Quest
56,183,2021-08-08T08,Completed Quest
149,346,2023-01-30T21,Completed Quest
85,8,2021-01-04T01,Gave Quest
44,274,2023-09-09T17,Completed Quest
120,99,2021-04-04T11,Completed Quest
121,278,2022-11-16T15,Gave Quest
172,309,2022-11-10T12,Completed Quest
22,102,2023-05-22T21,Gave Quest
48,77,2022-11-28T05,Completed Quest
54,23,2022-03-05T19,Completed Quest
27,322,2023-02-15T15,Gave Quest
100,274,2022-11-02T03,Completed Quest
49,297,2022-02-14T09,Completed Quest
148,274,2023-07-04T18,Completed Quest
188,129,2022-07-06T15,Completed Quest
119,93,2023-01-05T21,Completed Quest
168,38,2023-06-20T00,Gave Quest
152,77,2022-12-02T07,Gave Quest
47,241,2022-08-17T16,Completed Quest
188,150,2022-11-29T13,Completed Quest
87,217,2023-02-18T18,Gave Quest
156,131,2022-08-07T22,Gave Quest
126,18,2023-06-08T19,Gave Quest
