character_id,team_id,timestamp,value
95,83,2021-02-01T04,Left
83,109,2021-12-06T06,Left
35,211,2021-08-22T05,Left
78,145,2022-10-04T00,Joined
156,123,2022-08-28T14,Joined
57,156,2021-09-01T20,Joined
62,45,2022-08-18T10,Left
11,130,2023-08-28T22,Joined
144,241,2023-04-20T13,Captained
54,117,2022-01-09T14,Joined
102,145,2022-06-20T17,Captained
104,24,2021-12-10T06,Captained
57,100,2023-09-06T13,Captained
43,236,2023-09-08T14,Left
74,14,2023-07-21T21,Left
1,55,2022-02-08T12,Captained
88,241,2022-09-09T20,Captained
69,141,2021-05-09T12,Left
29,18,2022-05-03T07,Joined
145,117,2022-11-23T09,Left
124,98,2023-03-04T05,Captained
44,152,2022-06-02T08,Captained
84,112,2022-11-02T00,Joined
4,151,2022-08-28T21,Joined
138,133,2023-02-19T14,Joined
150,227,2023-06-22T08,Captained
88,2,2023-07-25T01,Joined
150,240,2023-06-13T09,Captained
111,38,2023-01-12T12,Captained
54,91,2022-07-20T20,Captained
35,151,2023-08-20T01,Left
157,178,2022-06-14T13,Left
63,219,2022-10-04T12,Joined
6,6,2022-10-14T16,Left
40,241,2021-08-14T10,Left
165,126,2023-01-25T07,Left
137,45,2021-03-27T12,Captained
135,183,2022-06-30T09,Joined
5,207,2022-08-16T08,Joined
40,53,2022-10-26T08,Joined
35,150,2022-04-17T09,Joined
128,107,2021-09-26T23,Captained
103,133,2021-01-07T03,Joined
34,150,2021-03-26T16,Joined
165,64,2022-04-12T10,Left
80,107,2022-11-18T06,Joined
6,232,2022-06-27T22,Captained
89,48,2021-04-12T07,Joined
114,211,2022-04-26T09,Captained
160,13,2021-12-06T19,Joined
121,42,2023-06-05T03,Joined
178,10,2021-08-29T00,Joined
142,160,2023-04-01T13,Joined
140,58,2021-08-03T21,Joined
129,94,2023-09-06T02,Left
6,157,2021-01-08T18,Captained
8,241,2023-09-12T22,Joined
23,172,2022-08-14T17,Captained
100,150,2023-04-08T00,Captained
159,123,2023-05-13T19,Captained
38,116,2021-09-17T11,Left
102,8,2021-02-10T02,Joined
128,115,2022-05-28T08,Joined
64,45,2022-05-12T15,Joined
54,1,2023-05-21T09,Joined
74,106,2021-06-19T05,Left
70,6,2022-05-06T17,Captained
116,42,2021-07-23T10,Captained
160,183,2023-06-19T11,Captained
19,95,2021-01-06T23,Joined
114,194,2021-10-27T05,Joined
165,238,2021-09-16T15,Captained
150,138,2021-02-26T01,Joined
147,171,2023-03-11T11,Joined
106,150,2021-05-06T01,Left
121,152,2023-05-01T13,Captained
43,227,2021-04-23T23,Left
116,171,2021-02-02T21,Left
170,150,2022-01-07T07,Joined
157,145,2021-07-19T14,Captained
11,211,2022-11-01T07,Left
165,6,2021-02-19T21,Joined
183,239,2021-10-10T02,Joined
76,227,2021-02-25T00,Left
144,30,2022-10-05T12,Joined
73,217,2022-12-03T11,Captained
144,152,2022-02-26T04,Captained
51,69,2023-01-29T17,Left
178,87,2021-07-11T18,Joined
114,35,2022-08-01T08,Captained
80,33,2021-06-14T07,Joined
118,239,2021-11-10T08,Joined
157,10,2023-04-29T22,Joined
35,181,2022-03-31T19,Left
33,91,2023-08-20T18,Captained
62,135,2021-09-25T04,Left
48,55,2021-09-08T09,Joined
114,157,2021-01-27T19,Captained
144,8,2021-12-19T22,Captained
100,143,2023-05-01T20,Joined
170,197,2022-12-14T15,Joined
178,135,2022-12-11T13,Captained
128,30,2022-07-30T15,Captained
98,75,2021-11-18T15,Joined
88,102,2023-04-26T12,Joined
167,8,2021-12-21T22,Joined
146,145,2022-08-12T16,Left
8,56,2021-02-25T09,Left
156,65,2022-07-25T03,Joined
156,183,2021-11-28T05,Captained
35,138,2023-09-01T23,Joined
63,2,2021-06-10T02,Joined
140,30,2023-08-05T10,Joined
138,13,2022-11-09T00,Joined
165,236,2021-12-03T21,Captained
177,204,2022-04-10T09,Joined
88,239,2022-10-22T19,Captained
57,126,2021-01-20T04,Joined
67,79,2022-01-29T01,Left
95,122,2022-03-25T04,Left
60,98,2023-03-08T08,Joined
128,171,2022-04-04T09,Captained
35,2,2021-02-13T02,Joined
167,75,2022-02-13T03,Captained
138,244,2023-03-27T22,Joined
57,102,2022-10-04T13,Left
176,126,2023-06-09T21,Left
6,94,2023-06-05T16,Left
95,98,2021-11-05T15,Left
5,133,2022-04-10T01,Joined
4,10,2022-12-19T22,Captained
44,88,2021-06-01T22,Captained
62,171,2023-08-21T07,Joined
147,102,2022-05-29T23,Joined
86,174,2022-09-09T04,Left
62,244,2022-04-14T14,Joined
142,122,2023-01-25T09,Joined
64,220,2021-09-10T07,Left
170,158,2021-02-28T11,Captained
48,165,2022-08-25T15,Left
81,163,2021-09-14T14,Left
162,10,2022-06-25T03,Joined
23,241,2022-04-14T22,Joined
57,48,2022-02-02T16,Left
114,239,2023-09-06T10,Joined
121,220,2022-05-22T07,Joined
159,153,2023-06-12T17,Left
167,6,2022-04-24T23,Joined
100,219,2022-08-26T22,Joined
102,43,2023-05-05T15,Left
11,111,2023-05-26T11,Joined
106,204,2022-05-01T02,Joined
98,199,2023-04-29T18,Captained
19,33,2021-02-18T03,Left
74,75,2022-01-26T11,Joined
46,150,2022-06-18T03,Joined
43,227,2022-07-04T08,Joined
183,24,2023-02-23T22,Joined
106,145,2021-01-31T04,Left
129,112,2022-03-23T02,Captained
159,51,2022-11-17T06,Captained
93,236,2021-02-23T05,Captained
137,48,2021-01-12T22,Left
84,84,2023-06-24T13,Captained
43,102,2022-07-19T19,Captained
177,120,2023-02-17T20,Joined
167,177,2021-05-31T21,Joined
150,214,2021-11-13T06,Captained
46,65,2022-03-27T12,Joined
6,106,2021-04-20T23,Captained
162,225,2023-03-27T23,Left
116,160,2022-09-27T12,Joined
34,239,2022-09-13T06,Joined
63,72,2022-12-17T07,Captained
153,163,2022-07-14T09,Left
150,178,2022-08-03T22,Captained
8,158,2023-02-23T01,Captained
183,122,2022-01-24T01,Joined
144,104,2022-06-25T01,Joined
44,189,2022-01-30T09,Captained
22,1,2021-01-09T12,Joined
93,133,2021-12-24T02,Captained
40,150,2022-12-26T05,Left
84,126,2021-10-05T16,Left
112,69,2023-07-16T06,Joined
137,244,2021-06-10T13,Left
91,183,2021-07-16T03,Left
33,38,2021-07-18T14,Captained
121,115,2022-01-11T07,Left
142,30,2022-05-01T09,Joined
34,191,2023-08-18T20,Joined
6,189,2022-08-27T17,Joined
22,126,2022-04-23T19,Captained
147,219,2021-10-14T21,Captained
30,61,2022-12-31T15,Joined
95,17,2021-02-28T16,Captained
6,236,2021-03-03T21,Joined
170,25,2022-10-06T22,Joined
183,88,2021-08-30T09,Left
78,238,2023-01-18T09,Left
84,227,2023-02-25T03,Left
38,21,2023-04-08T04,Joined
104,13,2022-03-02T05,Joined
83,79,2023-05-25T13,Joined
176,171,2023-04-02T20,Left
167,38,2021-04-03T22,Joined
156,158,2022-12-01T07,Captained
19,5,2022-11-24T14,Captained
48,148,2023-04-14T00,Joined
150,144,2021-11-06T19,Joined
103,104,2022-08-23T23,Captained
69,241,2021-11-13T21,Captained
147,106,2022-08-26T00,Captained
106,241,2022-03-06T15,Captained
165,107,2021-12-15T20,Left
60,174,2022-03-18T00,Left
1,42,2021-04-27T05,Joined
70,238,2022-11-12T22,Left
137,5,2022-06-19T20,Left
11,220,2023-02-10T12,Joined
95,225,2021-10-17T14,Joined
62,10,2022-03-28T08,Joined
51,165,2021-03-30T17,Left
30,197,2022-03-03T13,Joined
76,151,2022-09-13T06,Joined
167,33,2022-12-22T23,Left
19,178,2022-02-01T14,Left
35,145,2022-06-26T19,Captained
116,194,2021-12-26T17,Joined
74,21,2023-01-29T08,Left
30,150,2021-06-26T21,Left
140,112,2021-01-15T10,Captained
103,83,2021-06-08T17,Left
30,40,2023-07-07T21,Captained
173,76,2023-06-14T16,Joined
64,48,2021-02-26T05,Left
144,25,2022-07-27T17,Joined
118,25,2022-05-22T18,Left
29,38,2021-11-18T17,Captained
102,21,2022-04-11T01,Captained
76,214,2022-04-13T23,Joined
4,14,2021-12-05T05,Left
29,148,2021-07-16T07,Captained
121,208,2022-03-26T23,Captained
160,76,2022-12-28T11,Joined
65,219,2021-10-22T04,Captained
44,143,2021-03-30T03,Joined
116,141,2021-11-02T16,Joined
93,148,2021-06-21T20,Captained
138,75,2023-08-30T18,Left
69,236,2021-08-05T08,Left
137,94,2023-08-26T16,Left
124,94,2023-01-25T09,Joined
108,10,2021-11-06T03,Captained
157,10,2022-10-09T02,Joined
128,169,2022-12-11T03,Captained
65,94,2022-07-27T01,Left
93,222,2022-11-24T18,Joined
23,152,2022-01-14T06,Left
159,123,2022-05-29T10,Captained
100,115,2023-04-26T12,Left
46,208,2022-05-20T19,Captained
137,217,2021-08-01T01,Joined
173,123,2021-11-06T15,Captained
83,220,2021-12-25T01,Captained
64,127,2022-10-25T01,Joined
157,61,2022-07-12T22,Joined
91,80,2023-02-17T12,Joined
84,100,2023-07-01T16,Joined
135,111,2021-12-06T04,Captained
5,208,2022-09-19T18,Joined
147,14,2022-02-07T03,Left
74,109,2022-08-23T08,Captained
44,64,2022-06-30T03,Left
146,241,2021-07-23T10,Joined
15,91,2023-05-13T04,Joined
81,17,2023-05-03T08,Left
165,104,2021-04-07T23,Captained
69,198,2021-11-07T18,Joined
38,51,2022-05-09T20,Joined
88,38,2021-03-03T03,Left
84,194,2021-11-15T10,Captained
157,58,2022-01-29T15,Captained
11,238,2022-05-25T03,Captained
93,65,2021-10-01T13,Captained
62,171,2021-07-25T06,Captained
180,166,2022-02-27T08,Left
111,83,2022-06-22T20,Captained
51,13,2022-08-27T13,Captained
29,181,2023-01-18T12,Left
114,138,2023-03-27T01,Joined
150,138,2023-08-16T17,Joined
111,166,2021-01-12T16,Joined
159,145,2021-07-05T20,Captained
22,95,2022-11-23T19,Captained
67,112,2021-03-09T23,Captained
97,55,2021-06-17T22,Joined
167,106,2022-05-25T11,Captained
140,120,2022-03-21T01,Captained
74,33,2021-12-20T05,Left
177,135,2022-08-08T19,Joined
142,5,2022-06-18T10,Left
4,197,2023-03-06T17,Joined
160,197,2021-08-30T09,Left
40,104,2023-02-25T18,Captained
160,227,2022-02-06T22,Left
102,107,2022-03-18T00,Captained
8,178,2021-04-29T13,Captained
93,104,2021-07-03T17,Joined
173,191,2022-04-14T07,Captained
176,169,2021-10-10T13,Captained
150,5,2022-03-01T01,Captained
84,217,2022-05-06T04,Left
29,42,2021-09-28T04,Captained
118,43,2023-02-05T03,Left
35,111,2023-07-24T10,Left
127,112,2022-11-24T21,Left
111,135,2023-08-23T12,Captained
157,48,2021-06-24T05,Joined
183,33,2023-01-24T16,Joined
162,238,2021-12-04T21,Joined
127,181,2022-11-26T12,Left
6,24,2022-01-06T19,Captained
81,157,2021-09-09T08,Left
111,40,2023-03-06T19,Joined
176,104,2021-10-27T14,Captained
129,157,2023-05-04T11,Joined
104,72,2021-08-22T18,Left
26,104,2023-02-21T02,Captained
6,211,2021-11-04T05,Joined
116,232,2023-06-22T08,Captained
22,138,2023-02-28T07,Joined
84,141,2022-04-02T06,Left
29,112,2021-03-08T16,Captained
138,204,2023-07-14T06,Joined
73,207,2022-05-23T05,Joined
162,141,2023-07-07T19,Left
51,236,2021-05-31T19,Captained
35,239,2021-02-03T19,Joined
48,109,2021-06-08T18,Left
140,42,2022-04-22T21,Joined
35,56,2022-11-09T03,Joined
104,160,2022-08-09T03,Left
5,21,2023-01-24T10,Captained
26,183,2022-09-06T00,Joined
16,84,2022-07-21T14,Captained
46,156,2023-08-02T22,Left
128,177,2023-07-23T14,Captained
124,117,2021-05-31T16,Joined
16,1,2022-02-16T05,Left
80,158,2021-02-16T01,Captained
81,127,2022-04-26T12,Captained
5,151,2021-02-24T02,Joined
112,104,2022-06-15T02,Captained
40,117,2022-10-09T03,Joined
145,56,2022-01-25T03,Joined
102,112,2021-01-11T20,Captained
35,95,2023-07-09T23,Left
102,28,2023-07-22T05,Left
74,151,2023-07-14T20,Joined
137,112,2022-06-27T19,Captained
102,56,2022-09-30T23,Left
121,72,2022-02-16T19,Left
142,84,2022-07-23T14,Captained
62,181,2022-03-30T17,Left
73,2,2022-06-09T20,Left
137,220,2023-02-18T07,Joined
70,198,2023-02-01T18,Joined
156,75,2021-03-23T09,Captained
86,158,2022-05-12T08,Left
57,61,2021-03-04T08,Left
70,25,2023-04-13T15,Left
83,106,2022-05-26T07,Left
145,72,2023-04-12T05,Left
89,35,2023-08-02T12,Captained
118,102,2023-05-11T17,Joined
150,24,2022-05-10T03,Left
22,111,2021-09-22T02,Captained
112,202,2021-07-22T09,Joined
93,8,2021-05-12T09,Left
138,191,2023-03-10T13,Left
26,208,2021-11-30T07,Captained
121,40,2022-04-27T05,Joined
74,10,2022-07-12T18,Left
177,225,2021-07-02T01,Joined
153,65,2022-12-24T18,Captained
145,220,2023-03-10T03,Captained
173,69,2022-10-14T09,Left
5,158,2023-06-25T08,Joined
19,43,2023-02-25T06,Joined
5,207,2022-10-25T23,Left
183,141,2023-07-07T00,Left
86,58,2023-01-18T05,Captained
173,48,2021-02-02T19,Captained
93,38,2022-03-04T00,Left
44,33,2023-07-29T21,Left
64,91,2022-12-08T22,Left
114,135,2021-03-12T21,Joined
8,158,2021-10-18T11,Captained
97,126,2021-09-12T03,Captained
108,238,2022-10-10T06,Captained
121,18,2023-01-21T08,Left
142,1,2023-08-25T22,Left
135,68,2022-05-01T08,Captained
1,219,2022-09-20T06,Captained
89,58,2021-12-29T06,Captained
180,207,2023-03-09T19,Captained
15,120,2021-09-28T02,Joined
33,165,2022-05-02T01,Left
102,233,2023-02-02T13,Captained
5,68,2021-09-22T21,Joined
180,1,2023-04-04T08,Joined
26,199,2023-05-22T15,Joined
108,120,2023-06-23T12,Left
70,111,2022-06-21T01,Joined
29,211,2021-06-27T23,Joined
57,174,2021-06-14T13,Joined
65,191,2023-02-13T10,Joined
167,133,2021-04-10T10,Left
102,220,2021-01-22T18,Left
156,79,2021-08-24T21,Joined
135,43,2022-11-04T02,Joined
98,75,2023-02-23T23,Captained
177,35,2022-05-13T06,Captained
99,239,2023-03-31T09,Captained
102,144,2021-01-12T17,Joined
165,69,2023-05-03T08,Joined
124,79,2022-06-17T19,Joined
180,163,2021-10-02T01,Left
35,83,2021-03-31T03,Left
177,233,2022-07-07T04,Captained
124,45,2021-10-08T03,Captained
22,61,2021-03-23T04,Left
22,166,2021-05-24T05,Captained
167,53,2021-01-08T05,Joined
145,166,2021-10-25T20,Left
34,94,2022-05-31T10,Captained
183,61,2023-06-17T16,Captained
128,55,2021-08-08T19,Captained
30,165,2023-09-09T05,Left
104,148,2023-01-21T16,Joined
38,18,2022-02-05T12,Left
124,157,2022-11-24T10,Captained
93,104,2023-02-07T17,Captained
84,35,2022-08-23T03,Left
63,145,2022-11-28T15,Left
150,174,2023-06-29T23,Left
99,219,2021-06-05T13,Captained
22,51,2021-10-01T15,Left
137,127,2021-01-05T08,Left
4,177,2022-08-25T08,Joined
97,33,2022-01-27T23,Left
86,100,2023-05-10T15,Captained
15,42,2022-10-23T13,Left
138,75,2022-09-04T00,Joined
97,158,2021-11-28T09,Left
121,239,2023-09-02T02,Joined
118,202,2021-01-14T09,Joined
91,202,2021-05-03T22,Captained
15,217,2023-07-04T16,Left
16,104,2021-04-03T03,Captained
57,38,2021-08-28T11,Left
14,141,2021-08-27T05,Left
135,214,2021-04-01T16,Left
144,120,2023-03-05T04,Left
112,18,2022-10-17T10,Captained
69,65,2023-02-08T14,Joined
88,216,2021-12-09T19,Joined
80,79,2022-11-20T20,Joined
135,55,2021-08-13T06,Left
35,148,2022-01-10T03,Captained
38,135,2022-06-23T02,Captained
104,8,2022-09-12T22,Left
34,214,2023-04-01T09,Joined
74,88,2023-06-27T06,Joined
167,115,2022-10-03T00,Left
62,150,2023-07-02T03,Captained
160,115,2022-10-07T11,Joined
54,17,2023-01-26T17,Captained
116,145,2023-03-30T23,Joined
69,216,2021-06-25T17,Joined
150,133,2023-04-05T17,Captained
80,229,2023-03-15T09,Captained
152,53,2023-03-21T15,Left
137,157,2021-07-18T02,Left
116,35,2022-12-06T03,Joined
34,220,2022-11-26T19,Captained
111,166,2023-04-22T22,Left
118,91,2022-04-01T06,Joined
150,208,2022-07-21T23,Captained
57,64,2022-09-20T22,Joined
140,150,2023-09-03T12,Captained
135,126,2023-03-29T13,Captained
63,158,2021-05-06T18,Joined
30,171,2023-05-30T08,Left
121,2,2022-05-24T22,Joined
81,8,2021-07-26T22,Captained
156,152,2022-01-18T01,Captained
54,84,2023-01-09T06,Captained
14,79,2021-02-20T06,Joined
64,94,2022-05-07T01,Captained
178,241,2021-07-13T03,Joined
124,127,2022-08-02T01,Joined
57,219,2023-07-31T14,Captained
23,172,2021-02-11T01,Joined
43,153,2021-07-17T23,Joined
81,225,2022-02-21T03,Captained
180,144,2021-02-01T11,Captained
5,152,2022-07-08T13,Left
8,130,2023-08-30T19,Left
138,42,2022-06-30T06,Left
180,21,2021-04-30T07,Joined
33,208,2021-01-03T09,Joined
162,191,2021-09-13T12,Joined
91,42,2021-04-08T15,Joined
170,98,2021-03-13T13,Left
137,158,2023-03-01T00,Captained
70,214,2021-10-28T05,Captained
153,166,2021-04-06T00,Left
43,6,2021-06-02T11,Joined
16,80,2022-12-31T15,Left
106,91,2021-03-05T05,Joined
43,38,2021-01-31T22,Joined
93,216,2023-01-23T08,Captained
62,6,2021-05-11T19,Captained
26,72,2021-11-25T07,Left
104,65,2021-06-22T02,Left
44,198,2023-07-11T19,Left
4,55,2023-08-13T00,Left
157,76,2023-06-23T05,Captained
150,53,2022-06-22T20,Left
100,45,2023-03-20T03,Left
114,163,2022-02-12T01,Left
89,239,2021-09-17T11,Joined
8,169,2021-03-11T03,Left
70,100,2022-10-11T16,Captained
48,225,2022-06-10T04,Joined
118,111,2022-01-30T09,Left
57,238,2022-05-08T03,Left
60,156,2023-02-14T01,Joined
60,75,2023-01-11T23,Joined
57,194,2022-04-14T01,Left
118,58,2023-08-05T23,Left
23,72,2021-10-26T00,Left
78,40,2022-12-24T06,Left
6,225,2021-04-09T23,Captained
108,219,2021-06-14T00,Joined
124,33,2023-06-05T18,Joined
129,144,2021-03-01T05,Captained
144,80,2022-08-21T14,Left
51,198,2023-01-29T14,Joined
146,88,2021-12-13T18,Left
95,69,2021-10-20T00,Left
95,225,2021-05-12T05,Joined
69,13,2021-01-08T15,Joined
80,80,2023-05-27T00,Left
8,6,2022-01-07T13,Left
112,80,2021-12-24T22,Captained
22,145,2022-05-14T03,Joined
95,28,2022-01-10T09,Captained
153,220,2022-02-18T14,Joined
8,21,2023-01-04T20,Joined
183,35,2021-04-17T23,Captained
88,1,2023-01-22T06,Captained
70,10,2021-09-05T00,Left
157,33,2023-05-06T08,Captained
162,148,2021-11-25T15,Left
11,112,2023-06-30T09,Joined
6,100,2021-07-31T03,Joined
6,106,2022-12-03T18,Joined
40,98,2023-02-24T12,Left
38,75,2022-11-23T21,Joined
63,219,2023-04-08T20,Joined
121,45,2022-07-27T12,Captained
22,69,2023-07-20T18,Captained
183,130,2022-06-07T19,Captained
33,238,2021-10-18T16,Joined
146,120,2022-03-04T02,Captained
147,169,2022-10-15T03,Left
127,5,2023-09-09T07,Joined
99,17,2022-01-03T13,Captained
180,138,2021-03-01T16,Joined
11,148,2022-06-15T04,Captained
142,191,2023-09-05T04,Joined
156,100,2023-05-05T17,Left
78,33,2021-05-21T14,Joined
64,141,2022-01-30T00,Captained
88,186,2021-06-13T11,Left
114,130,2022-08-01T11,Joined
116,65,2022-11-24T20,Joined
98,25,2023-06-09T17,Captained
127,150,2023-02-10T11,Joined
76,238,2021-11-05T15,Left
89,117,2023-01-07T23,Joined
124,95,2021-02-17T00,Captained
176,28,2022-03-05T09,Left
46,38,2022-04-11T08,Joined
64,238,2021-04-24T00,Joined
95,143,2022-11-17T04,Captained
137,75,2022-07-12T09,Left
145,222,2021-11-23T16,Left
99,214,2022-10-19T03,Left
140,194,2022-06-28T21,Captained
127,229,2023-05-29T15,Joined
67,84,2022-05-04T14,Left
100,5,2023-04-07T08,Captained
73,194,2022-08-13T10,Left
1,24,2021-11-18T16,Joined
97,87,2021-07-18T15,Captained
44,120,2023-08-03T02,Left
48,55,2021-11-21T23,Captained
65,109,2021-06-25T14,Left
74,138,2023-02-02T17,Left
26,208,2021-03-09T13,Left
51,5,2021-12-01T16,Joined
153,229,2021-08-28T03,Captained
132,225,2022-09-14T14,Joined
146,55,2022-08-27T17,Captained
104,217,2022-03-13T10,Left
76,236,2021-12-03T18,Captained
144,122,2021-05-27T23,Joined
30,102,2021-03-05T00,Joined
76,117,2022-02-12T16,Captained
80,112,2022-05-30T02,Captained
165,88,2022-04-16T12,Captained
160,197,2023-01-03T06,Captained
170,83,2021-11-05T19,Joined
177,153,2022-10-23T12,Left
180,107,2022-11-15T10,Captained
140,80,2022-06-30T02,Captained
63,151,2023-06-10T07,Joined
118,94,2023-05-31T13,Captained
23,40,2023-07-13T02,Captained
165,6,2022-06-20T01,Captained
91,91,2021-09-04T21,Joined
73,45,2023-07-19T17,Joined
15,94,2021-04-06T10,Left
29,232,2021-05-07T12,Joined
6,211,2021-01-17T13,Joined
1,87,2022-10-04T03,Joined
118,111,2023-07-04T15,Left
63,181,2021-11-10T22,Captained
40,102,2022-04-25T00,Captained
30,69,2023-06-29T11,Joined
106,83,2022-12-21T10,Joined
127,45,2022-08-15T09,Joined
11,157,2022-11-23T12,Joined
60,84,2021-03-29T08,Captained
99,145,2022-09-05T11,Captained
95,165,2021-01-20T14,Left
63,229,2021-05-14T16,Joined
91,143,2021-02-24T02,Left
54,43,2021-08-22T07,Left
178,91,2023-08-15T09,Left
30,151,2021-11-06T18,Captained
33,88,2021-08-01T09,Joined
167,76,2021-09-18T13,Left
177,112,2022-11-27T20,Captained
103,174,2023-02-17T01,Joined
165,61,2023-02-18T19,Left
152,198,2021-04-22T03,Captained
97,240,2021-01-09T09,Joined
147,40,2021-03-15T18,Left
1,115,2023-01-26T18,Left
157,17,2021-10-02T03,Left
165,165,2021-06-23T20,Joined
1,191,2021-07-06T08,Joined
157,157,2022-11-04T20,Joined
156,181,2022-01-11T16,Left
6,65,2021-03-17T11,Left
67,38,2022-08-18T02,Captained
86,144,2023-01-10T07,Captained
23,153,2022-03-20T19,Captained
183,208,2021-09-17T04,Captained
78,239,2023-06-13T21,Captained
108,69,2022-07-19T16,Captained
14,152,2022-03-20T10,Left
135,69,2021-11-12T02,Captained
44,56,2023-03-11T16,Joined
135,126,2022-07-03T07,Joined
67,169,2021-05-12T15,Left
57,13,2021-05-09T09,Captained
99,178,2021-01-21T08,Captained
1,21,2022-02-15T05,Left
8,244,2023-05-27T14,Captained
100,148,2021-02-19T09,Left
128,174,2022-09-27T09,Joined
160,88,2023-02-23T20,Captained
67,80,2023-05-26T23,Left
98,100,2021-07-18T14,Left
129,122,2021-11-17T08,Joined
6,87,2021-06-20T19,Left
19,144,2023-03-18T11,Captained
170,238,2022-08-15T13,Captained
183,202,2023-09-01T04,Left
145,214,2021-04-09T01,Joined
57,21,2022-10-14T01,Joined
150,166,2022-03-23T02,Joined
144,8,2021-12-04T01,Joined
65,2,2021-03-12T02,Captained
180,69,2022-11-14T06,Captained
114,18,2022-07-01T22,Captained
40,18,2023-08-12T21,Captained
147,169,2021-10-29T15,Joined
152,197,2021-01-29T12,Left
137,194,2022-04-14T12,Captained
100,214,2021-11-09T09,Joined
81,6,2021-04-27T12,Left
116,112,2022-03-02T08,Left
11,227,2021-09-08T11,Left
76,75,2023-03-19T19,Joined
178,8,2021-06-28T23,Joined
81,211,2022-05-19T09,Joined
80,106,2022-02-27T07,Captained
40,172,2021-09-16T15,Joined
88,174,2021-05-06T13,Left
98,35,2022-02-13T16,Joined
22,133,2021-06-13T21,Joined
15,80,2022-01-25T07,Left
153,232,2021-07-19T14,Joined
81,174,2021-02-16T17,Captained
98,227,2023-07-04T21,Left
132,229,2021-03-04T11,Captained
14,153,2022-01-11T15,Joined
183,5,2022-09-20T15,Captained
88,111,2021-09-22T19,Captained
146,58,2021-08-06T11,Joined
121,68,2022-05-19T14,Left
62,107,2021-01-28T11,Left
15,91,2023-06-06T12,Joined
5,153,2023-09-12T00,Left
57,214,2023-01-13T19,Left
86,24,2021-07-08T09,Left
104,165,2022-06-07T11,Left
178,21,2021-10-06T15,Joined
180,117,2021-11-11T20,Joined
34,174,2023-08-12T10,Left
173,94,2021-03-05T01,Left
121,183,2021-10-16T10,Left
65,42,2023-03-23T20,Joined
108,145,2021-08-04T23,Left
86,64,2022-03-16T21,Left
124,53,2023-08-12T13,Captained
118,172,2021-11-23T23,Captained
147,24,2022-01-17T17,Captained
76,100,2022-03-31T23,Joined
176,95,2021-08-16T15,Joined
150,91,2023-01-24T16,Left
129,238,2021-09-20T13,Captained
76,127,2023-08-03T09,Captained
6,35,2021-11-25T23,Joined
173,91,2022-01-30T16,Joined
145,53,2022-11-03T13,Captained
124,189,2022-06-18T12,Captained
16,95,2022-03-21T07,Captained
69,33,2023-05-02T01,Left
173,115,2023-07-29T20,Left
30,171,2022-02-23T13,Left
176,13,2022-09-25T19,Captained
6,211,2021-01-14T08,Left
106,152,2021-01-12T17,Joined
38,80,2021-10-23T21,Joined
127,148,2021-10-22T22,Left
177,198,2021-08-09T00,Joined
157,211,2023-04-04T07,Captained
157,145,2021-10-13T16,Joined
89,17,2022-11-08T15,Left
51,194,2022-01-07T18,Captained
16,219,2021-11-09T06,Joined
